Obs,TYPE,RECORDID,STATE,AGE,GENDER,RACE,FB,OCCUP,NOI,POB,SOI,EOE,ACTIVITY,LOCATION,INDUSTRY,ES,TEIB,SIZE,TotTime,NOWOIS,NOWIIE,OWNER,WSE,EWAOH,SI,WSP,PJT,AFS,Training,INJURY_DATE,INJURY_MONTH,INJURY_YEAR,Fall_Feet,PFAS_Rec,Region,fall,R11,R12,R13,R14,R15,R16,R19,R21,R22,R23,R24,R25,R29,R31,R32,R33,R34,R35,R39,R41,R42,R43,R44,R45,R46,R47,R48,R49,R51,R52,R59,R999,PPE,PFASR,Equipment,Organizational,Violations,Occupation_Mapped,Nature of Injury_Mapped,Part of Body_Mapped,Source of Injury_Mapped,Work Activity_Mapped,Industry Type_Mapped
465,S,1997NJ086,NJ,44,1,7,1,597,86,8,6221,1151,594,47,1791,1,4.00,8,183.00,.,0,6,2,3,3,3,2,3,1,21,9,1997,17,1,Northeast,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,Data Entry Clerk,Poisoning,Multiple Parts,Gas,Law Enforcement,Insurance
466,S,1997NJ087,NJ,22,1,7,3,595,60,10,6221,1153,633,78,1542,1,30.00,22,730.50,16,0,6,2,3,3,2,3,2,1,18,9,1997,23,0,Northeast,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Administrative Assistant,Amputation,Neck,Gas,Cleaning,Roofing
467,S,1997WV034,WV,26,1,7,3,587,68,13,114,113,313,47,1711,1,17.00,40,152.50,2,1,6,3,3,3,1,2,2,1,16,4,1997,4,0,South,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Shipping Clerk,Internal Injury,Arm,Forklift,Data Entry,Retail
468,S,1997WV041,WV,56,1,7,3,855,31,40,3212,433,162,31,2411,2,30.00,1,10957.50,3,0,6,3,3,3,3,3,3,1,26,2,1997,.,.,South,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Therapist,Cut/Laceration,Knee,Saw,Welding,Mining
469,S,1997WV055,WV,44,1,7,3,595,60,10,626,1154,311,10,1521,1,20.00,3,122.00,2,0,6,2,3,3,2,2,2,1,17,7,1997,21,0,South,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Administrative Assistant,Amputation,Neck,Steam,Office Work,Construction
470,I,1998-02,VA,56,1,7,3,804,94,220,3437,21,631,47,4212,1,20.00,45,.,.,0,6,3,3,3,3,3,3,2,8,10,1997,.,.,South,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Nurse,Other,Torso,Barrel,Cooking,Banking
471,I,1998-05,PA,32,1,7,3,597,80,8,623,117,129,98,1623,1,1.00,2700,.,7,0,6,1,3,3,1,1,1,1,8,12,1997,130,1,Northeast,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Data Entry Clerk,Concussion,Multiple Parts,Gas,Framing,Packaging
472,I,1998-06,VA,37,1,7,3,869,68,13,3254,431,162,65,1611,1,11.00,55,11.00,7,0,6,3,3,3,3,1,3,1,23,10,1997,.,.,South,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Manager,Internal Injury,Arm,Sheet,Welding,Manufacturing
473,I,1998-07,SC,26,1,7,3,597,86,8,623,119,129,98,1623,1,3.00,8,6.00,5,0,6,1,1,1,1,3,3,1,29,3,1998,125,1,South,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Data Entry Clerk,Poisoning,Multiple Parts,Gas,Framing,Packaging
474,I,1998-08,SC,24,1,3,1,599,60,10,6221,116,613,48,1799,1,11.00,10,365.25,8,0,6,2,3,3,1,1,2,1,21,3,1998,60,1,South,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Records Clerk,Amputation,Neck,Gas,Teaching,Miscellaneous
475,I,1998-11,NC,57,1,7,3,577,80,8,6221,1121,633,47,1731,1,36.00,1185,152.50,12,0,6,1,1,1,1,1,2,2,22,4,1998,45,1,South,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,Warehouse Worker,Concussion,Multiple Parts,Gas,Cleaning,Food Service
476,I,1998-12,NC,22,1,7,3,599,94,220,3299,39,540,10,1799,1,11.00,31,4.00,3,0,6,3,3,3,1,1,3,1,21,5,1998,.,.,South,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Records Clerk,Other,Torso,Other Material,Pharmacy,Miscellaneous
477,I,1998-16,KS,15,1,7,3,866,60,10,624,1154,313,10,1761,3,2.50,5,1.00,5,0,6,2,1,3,2,2,2,1,18,7,1998,17,1,Midwest,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,Program Coordinator,Amputation,Neck,Liquid,Data Entry,Education
478,I,1998-17,NC,22,1,3,1,869,86,8,623,1154,312,14,1761,1,25.00,10,2.00,4,0,6,2,3,3,1,2,2,1,28,7,1998,41,1,South,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,Manager,Poisoning,Multiple Parts,Gas,Clerical,Education
479,I,1998-18,VA,37,1,7,3,853,68,18,639,44,215,14,1794,1,10.00,35,3287.25,2,0,6,3,3,3,1,1,2,2,2,7,1998,.,.,South,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,Pharmacist,Internal Injury,Hand,Fire,Packaging,Legal
480,I,1998-19,VA,35,1,7,3,869,80,8,8252,431,633,65,1611,1,36.00,45,91.50,.,0,6,3,3,3,1,1,2,2,7,7,1998,.,.,South,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,Manager,Concussion,Multiple Parts,Wall,Cleaning,Manufacturing
481,I,1998-20,NC,23,1,7,3,597,80,8,623,117,312,98,1623,1,4.00,9,365.25,9,0,6,1,3,1,2,1,2,1,16,7,1998,200,1,South,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Data Entry Clerk,Concussion,Multiple Parts,Gas,Clerical,Packaging
482,I,1998-21,SC,29,1,7,3,579,80,8,639,119,362,98,1721,1,3.00,4,61.00,4,1,6,2,2,3,2,1,2,2,23,6,1998,900,0,South,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,Forklift Operator,Concussion,Multiple Parts,Fire,Customer Service,Wholesale
483,S,1998AK015,AK,40,1,7,3,587,60,10,6221,119,321,49,6531,1,47.00,20,4017.75,1,0,6,2,1,3,1,1,2,1,28,5,1998,8,0,West,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Shipping Clerk,Amputation,Neck,Gas,Supervision,Research
484,S,1998AK018,AK,51,1,7,3,558,94,250,8254,39,313,92,1791,1,25.00,53,45.75,5,0,6,3,3,3,1,3,2,1,30,6,1998,.,.,West,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,Landscaper,Other,Pelvis,Floor,Data Entry,Insurance
485,S,1998AK023,AK,26,1,7,3,527,80,8,3214,31,244,61,1623,1,52.00,160,14.00,6,0,6,1,1,1,1,1,3,2,1,9,1998,.,.,West,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Architect,Concussion,Multiple Parts,Drill,Waste Disposal,Packaging
486,S,1998AK027,AK,32,1,7,3,585,94,220,623,1154,619,41,1711,1,30.00,250,.,3,0,6,1,1,1,1,1,3,1,22,9,1998,40,1,West,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,Stock Clerk,Other,Torso,Gas,Other Education,Retail
487,S,1998CA003,CA,26,1,7,3,576,94,10,3466,31,114,47,1731,1,30.00,3500,730.50,.,0,6,2,2,1,1,1,3,1,25,2,1998,.,.,West,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Packager,Other,Neck,Cabinet,Excavation,Food Service
488,S,1998CA005,CA,40,1,7,3,869,89,18,6221,1151,520,47,1761,1,40.00,16,152.50,16,0,6,2,1,1,1,1,2,2,20,4,1998,27,1,West,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,Manager,Shock,Hand,Gas,Surgery,Education
489,S,1998CA006,CA,46,1,7,3,653,60,10,6221,113,634,47,1711,1,63.00,140,639.75,7,0,6,2,3,3,1,1,3,2,22,4,1998,5,0,West,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Firefighter,Amputation,Neck,Gas,Other Food,Retail
490,S,1998CA010,CA,42,1,7,3,558,80,8,8250,117,241,47,1791,1,17.00,30,5844.00,12,0,6,2,1,1,1,3,3,2,29,6,1998,38,1,West,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Landscaper,Concussion,Multiple Parts,Building,Cleaning,Insurance
491,S,1998CA011,CA,39,1,7,3,869,86,8,623,1153,633,46,1795,1,3.00,20,1095.75,10,0,6,2,3,1,1,2,2,2,6,8,1998,21,1,West,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Manager,Poisoning,Multiple Parts,Gas,Cleaning,Consulting
492,S,1998CA012,CA,19,1,7,3,869,80,8,8254,433,349,47,1542,1,8.00,40,305.00,4,0,6,2,3,3,1,1,3,1,15,8,1998,.,.,West,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,Manager,Concussion,Multiple Parts,Floor,Other Transport,Roofing
493,S,1998CA014,CA,46,1,7,3,856,60,10,3292,4112,140,64,1611,1,75.00,325,8035.50,20,0,6,2,3,3,1,3,3,1,1,10,1998,.,.,West,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,Psychologist,Amputation,Neck,Trash,Electrical,Manufacturing
494,S,1998CA016,CA,38,1,7,3,558,80,8,624,1154,312,47,1761,1,12.00,10,730.50,2,0,6,2,1,1,1,1,3,1,22,10,1998,20,1,West,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,Landscaper,Concussion,Multiple Parts,Liquid,Clerical,Education
495,S,1998CA017,CA,29,1,7,3,599,80,8,624,116,633,47,1541,1,40.00,120,122.00,6,3,6,2,3,2,1,3,2,1,8,12,1998,44,0,West,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Records Clerk,Concussion,Multiple Parts,Liquid,Cleaning,Excavation
496,S,1998IA045,IA,38,1,7,3,783,60,10,112,529,260,49,1799,2,.,.,.,.,0,6,3,3,3,3,3,3,1,21,5,1998,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Medical Assistant,Amputation,Neck,Truck,Quality Control,Miscellaneous
497,S,1998IA053,IA,47,1,7,3,555,80,8,624,116,633,71,1731,1,.,26,4017.75,2,0,3,2,3,3,3,3,3,1,20,7,1998,25,1,Midwest,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Custodian,Concussion,Multiple Parts,Liquid,Cleaning,Food Service
498,S,1998KY014,KY,51,1,7,3,575,94,240,6221,113,313,48,1731,1,22.00,5,12053.25,2,0,6,2,3,3,2,3,2,1,17,2,1998,6,0,South,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Machine Operator,Other,Chest,Gas,Data Entry,Food Service
499,S,1998MA021,MA,47,1,7,3,567,60,10,3293,239,323,65,1629,1,13.00,15,.,7,0,6,3,3,3,1,2,3,1,11,3,1998,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,Molder,Amputation,Neck,Waste,Planning,Other Manufacturing
500,S,1998MA030,MA,23,1,7,3,865,60,10,6292,113,611,46,1796,1,4.00,15,51.50,3,0,6,3,3,3,2,3,3,1,4,6,1998,20,0,Northeast,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Case Manager,Amputation,Neck,Noise,Education,Other Services
501,S,1998MA033,MA,22,1,7,3,566,80,8,8510,4233,114,92,1752,1,3.00,12,1461.00,2,0,6,2,3,3,2,1,2,1,25,6,1998,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Toolmaker,Concussion,Multiple Parts,Customer,Excavation,Medical
502,S,1998MA043,MA,39,1,7,3,575,60,10,4133,4239,114,93,1731,2,8.00,1,2922.00,1,0,6,2,2,3,3,3,3,2,3,10,1998,.,.,Northeast,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,Machine Operator,Amputation,Neck,Escalator,Excavation,Food Service
503,S,1998MD016,MD,44,1,7,3,579,60,10,624,116,613,10,1521,1,30.00,.,183.00,1,0,6,2,1,3,2,2,2,2,16,4,1998,24,0,South,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Forklift Operator,Amputation,Neck,Liquid,Teaching,Construction
504,S,1998MD019,MD,40,1,7,3,599,80,8,4415,313,312,10,1761,1,8.00,3,365.25,4,0,6,2,1,3,2,1,2,1,14,5,1998,.,.,South,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Records Clerk,Concussion,Multiple Parts,Vehicle,Clerical,Education
505,S,1998MN001,MN,26,1,7,3,597,0, ,628,1154,560,79,1791,1,27.00,15,.,4,0,6,2,3,3,3,3,3,1,3,1,1998,25,1,Midwest,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Data Entry Clerk,No Injury,Unknown,Dust,Other Medical,Insurance
506,S,1998MN006,MN,69,1,7,3,567,60,10,4152,21,312,14,1521,1,6.50,12,730.50,6,0,6,3,3,3,3,3,3,1,22,1,1998,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,Molder,Amputation,Neck,Rock,Clerical,Construction
507,S,1998MN013,MN,45,1,7,3,595,0, ,620,113,611,47,1761,1,69.00,90,7670.25,.,0,6,2,3,3,3,1,3,1,12,3,1998,15,0,Midwest,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Administrative Assistant,No Injury,Unknown,Chemical,Education,Education
508,S,1998MN030,MN,31,1,7,3,869,80,8,3223,433,162,49,9999,1,.,.,.,.,0,6,3,3,3,3,3,3,1,29,5,1998,.,.,Midwest,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Concussion,Multiple Parts,Wrench,Welding,Unknown
509,S,1998MN044,MN,17,1,7,3,869,0, ,3212,4233,124,45,1611,1,.,11,.,3,0,6,3,3,3,3,1,2,1,10,7,1998,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,Manager,No Injury,Unknown,Saw,Roofing,Manufacturing
510,S,1998MN06301,MN,46,1,7,3,575,80,8,118,21,312,47,1542,1,60.00,350,.,100,1,6,3,3,3,1,3,1,2,2,12,1998,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Machine Operator,Concussion,Multiple Parts,Crane,Clerical,Roofing
511,S,1998MN06302,MN,49,1,7,3,575,80,8,118,21,312,47,1542,1,60.00,350,.,100,1,6,3,3,3,1,3,1,2,2,12,1998,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Machine Operator,Concussion,Multiple Parts,Crane,Clerical,Roofing
512,S,1998MO035,MO,57,1,7,3,558,60,11,6229,116,312,10,1761,3,25.00,3,9131.25,2,0,6,2,2,3,2,2,3,1,24,2,1998,6,0,Midwest,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Landscaper,Amputation,Shoulder,Other Chemical,Clerical,Education
513,S,1998MO102,MO,35,1,7,3,558,80,8,623,119,311,47,1623,1,15.00,10,7.00,4,0,6,1,1,3,1,1,2,1,14,10,1998,200,0,Midwest,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Landscaper,Concussion,Multiple Parts,Gas,Office Work,Packaging
514,S,1998MO161,MO,21,1,7,3,597,86,8,639,119,312,47,1623,1,36.00,6,183.00,6,0,6,1,1,3,1,1,2,1,8,12,1998,940,1,Midwest,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Data Entry Clerk,Poisoning,Multiple Parts,Fire,Clerical,Packaging
515,S,1998NE013,NE,38,1,7,3,597,60,10,6221,113,611,47,1541,1,21.00,200,183.00,10,0,6,1,3,3,1,1,2,2,27,5,1998,14,0,Midwest,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Amputation,Neck,Gas,Education,Excavation
516,S,1998NE02501,NE,41,1,7,3,555,93,5,4415,313,330,23,1731,1,.,3,.,3,0,6,3,3,3,3,3,3,1,23,7,1998,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,Custodian,Seizure,Toe,Vehicle,Other Office,Food Service
517,S,1998NE02502,NE,38,1,7,3,527,93,5,4415,313,312,23,1731,1,.,3,.,3,0,6,3,3,3,3,3,3,1,23,7,1998,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,Architect,Seizure,Toe,Vehicle,Clerical,Food Service
518,S,1998NE02503,NE,24,1,7,3,527,52,8,4415,313,330,23,1731,1,.,3,.,3,0,6,3,3,3,3,3,3,1,23,7,1998,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,Architect,Burn,Multiple Parts,Vehicle,Other Office,Food Service
519,S,1998NE032,NE,37,1,7,3,567,94,220,6224,44,312,12,1522,1,34.00,10,3652.50,6,1,6,2,3,3,2,3,3,1,2,9,1998,.,.,Midwest,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Molder,Other,Torso,Steam,Clerical,Demolition
520,S,1998NJ020,NJ,39,1,7,3,567,94,220,4151,118,632,14,1521,1,12.00,2,3652.50,4,0,6,2,3,3,3,3,3,1,21,2,1998,21,0,Northeast,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,Molder,Other,Torso,Soil,Serving,Construction
521,S,1998NJ038,NJ,42,1,7,3,866,94,220,8510,4233,114,46,4222,1,3.00,17,244.00,6,0,6,2,3,3,2,2,3,1,20,4,1998,.,.,Northeast,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Program Coordinator,Other,Torso,Customer,Excavation,Accounting
522,S,1998NJ055,NJ,44,1,7,3,567,60,10,6221,1121,311,14,1751,1,20.00,.,2556.75,2,0,6,2,3,3,3,3,3,2,12,6,1998,21,1,Northeast,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Molder,Amputation,Neck,Gas,Office Work,Healthcare
523,S,1998NJ073,NJ,35,1,7,3,597,84,8,4139,21,311,46,1791,1,.,.,.,7,0,6,2,2,1,3,3,3,1,17,8,1998,.,.,Northeast,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Asphyxia,Multiple Parts,Other Structure,Office Work,Insurance
524,S,1998NJ082,NJ,31,1,7,3,859,94,220,3211,433,215,12,1542,1,.,2,2.00,2,1,6,3,3,3,3,3,3,2,15,9,1998,.,.,Northeast,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,Social Worker,Other,Torso,Power Tool,Packaging,Roofing
525,S,1998OK001,OK,56,1,7,3,869,94,220,4152,44,619,61,1611,1,39.00,11,730.50,4,0,6,2,3,2,1,3,3,1,.,1,1998,.,.,South,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Manager,Other,Torso,Rock,Other Education,Manufacturing
526,S,1998TX128,TX,28,1,7,3,866,60,18,6221,1151,594,47,1761,1,16.00,15,18.00,11,0,6,2,3,3,1,1,3,1,13,3,1998,16,1,South,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,Program Coordinator,Amputation,Hand,Gas,Law Enforcement,Education
527,S,1998TX145,TX,45,1,7,3,585,94,220,6271,41,321,47,1623,1,43.00,250,548.25,5,1,6,1,1,1,1,1,1,1,20,3,1998,.,.,South,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,Stock Clerk,Other,Torso,Radiation,Supervision,Packaging
528,S,1998TX236,TX,32,1,7,3,869,68,18,6221,119,313,46,1541,1,15.00,30,3287.25,4,0,6,2,2,3,1,1,2,1,15,4,1998,11,0,South,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,Manager,Internal Injury,Hand,Gas,Data Entry,Excavation
529,S,1998TX254,TX,32,1,7,3,597,86,8,4133,21,212,44,1791,1,30.00,200,1613.50,30,0,6,3,3,3,1,1,3,2,21,5,1998,.,.,South,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Poisoning,Multiple Parts,Escalator,Assembly,Insurance
530,S,1998TX310,TX,21,1,7,3,869,60,10,623,118,312,14,1751,1,19.00,13,1095.75,2,0,6,2,3,3,1,1,2,2,6,6,1998,.,1,South,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Manager,Amputation,Neck,Gas,Clerical,Healthcare
531,S,1998TX468,TX,32,1,7,3,869,37,240,3471,229,312,47,1622,1,50.00,100,548.25,7,0,6,3,2,3,1,1,3,1,3,10,1998,.,.,South,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Manager,Bruise/Contusion,Chest,Shelf,Clerical,Assembly
532,S,1998WA086,WA,59,1,7,3,556,61,19,6221,113,362,22,1721,2,.,.,.,1,0,6,3,3,3,3,3,3,1,21,4,1998,.,0,West,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Groundskeeper,Crushing,Finger,Gas,Customer Service,Wholesale
533,S,1998WI042,WI,36,1,7,3,869,94,220,853,4232,114,65,1611,1,.,.,2556.75,5,0,6,2,3,3,3,3,3,2,27,5,1998,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Manager,Other,Torso,Public,Excavation,Manufacturing
534,S,1998WV029,WV,28,1,7,3,804,94,220,8252,31,324,49,7699,1,7.00,6,1826.25,1,0,3,3,1,3,2,2,2,1,20,7,1998,.,.,South,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Nurse,Other,Torso,Wall,Training,Other Health
